 # time (fs)    drift velocity (cm/s)    drift acceleration (cm/s2)
        8620.0000  -9.1601821878159977E+06   2.8557258450239896E+01
        8630.0000  -9.1598974714608993E+06   2.8471635509841143E+01
        8640.0000  -9.1596136104144454E+06   2.8386104645393790E+01
        8650.0000  -9.1593306037582047E+06   2.8300665624067186E+01
        8660.0000  -9.1590484505756702E+06   2.8215318253450096E+01
        8670.0000  -9.1587671499520801E+06   2.8130062359012662E+01
        8680.0000  -9.1584867009741366E+06   2.8044897794350980E+01
        8690.0000  -9.1582071027297620E+06   2.7959824437461794E+01
        8700.0000  -9.1579283543078210E+06   2.7874842194095255E+01
        8710.0000  -9.1576504547979180E+06   2.7789950990304352E+01
        8720.0000  -9.1573734032901842E+06   2.7705150773376225E+01
        8730.0000  -9.1570971988749150E+06   2.7620441526919603E+01
        8740.0000  -9.1568218406425249E+06   2.7535823239013553E+01
        8750.0000  -9.1565473276831470E+06   2.7451295937784018E+01
        8760.0000  -9.1562736590865813E+06   2.7366859656572341E+01
        8770.0000  -9.1560008339418974E+06   2.7282514468394218E+01
        8780.0000  -9.1557288513373714E+06   2.7198260452598333E+01
        8790.0000  -9.1554577103602141E+06   2.7114097715727986E+01
        8800.0000  -9.1551874100963697E+06   2.7030026384443044E+01
        8810.0000  -9.1549179496303517E+06   2.6946046601794659E+01
        8820.0000  -9.1546493280449510E+06   2.6862158540077509E+01
        8830.0000  -9.1543815444212295E+06   2.6778362372145057E+01
        8840.0000  -9.1541145978381205E+06   2.6694658310897648E+01
        8850.0000  -9.1538484873723965E+06   2.6611046572402120E+01
        8860.0000  -9.1535832120984122E+06   2.6527527398429811E+01
        8870.0000  -9.1533187710879929E+06   2.6444101041927933E+01
        8880.0000  -9.1530551634101830E+06   2.6360767780989409E+01
        8890.0000  -9.1527923881311826E+06   2.6277527900040148E+01
        8900.0000  -9.1525304443140775E+06   2.6194381710514428E+01
        8910.0000  -9.1522693310187776E+06   2.6111329529993235E+01
        8920.0000  -9.1520090473018009E+06   2.6028371697664262E+01
        8930.0000  -9.1517495922161508E+06   2.5945508565008641E+01
        8940.0000  -9.1514909648111202E+06   2.5862740503065289E+01
        8950.0000  -9.1512331641322244E+06   2.5780067889578639E+01
        8960.0000  -9.1509761892210245E+06   2.5697491119988264E+01
        8970.0000  -9.1507200391149744E+06   2.5615010605007409E+01
        8980.0000  -9.1504647128473315E+06   2.5532626764290036E+01
        8990.0000  -9.1502102094469648E+06   2.5450340036675335E+01
        9000.0000  -9.1499565279383082E+06   2.5368150865659118E+01
        9010.0000  -9.1497036673411764E+06   2.5286059713177384E+01
        9020.0000  -9.1494516266707070E+06   2.5204067046940327E+01
        9030.0000  -9.1492004049371071E+06   2.5122173359990121E+01
        9040.0000  -9.1489500011457689E+06   2.5040379133820533E+01
        9050.0000  -9.1487004142970014E+06   2.4958684876747430E+01
        9060.0000  -9.1484516433859114E+06   2.4877091109007598E+01
        9070.0000  -9.1482036874024179E+06   2.4795598349347710E+01
        9080.0000  -9.1479565453310627E+06   2.4714207135513426E+01
        9090.0000  -9.1477102161509227E+06   2.4632918014004826E+01
        9100.0000  -9.1474646988356132E+06   2.4551731530949475E+01
        9110.0000  -9.1472199923530780E+06   2.4470648253522814E+01
        9120.0000  -9.1469760956654977E+06   2.4389668758027256E+01
        9130.0000  -9.1467330077293850E+06   2.4308793611265720E+01
        9140.0000  -9.1464907274953183E+06   2.4228023406676947E+01
        9150.0000  -9.1462492539079152E+06   2.4147358740307389E+01
        9160.0000  -9.1460085859058462E+06   2.4066800206899643E+01
        9170.0000  -9.1457687224216610E+06   2.3986348418518901E+01
        9180.0000  -9.1455296623817291E+06   2.3906003993190826E+01
        9190.0000  -9.1452914047062304E+06   2.3825767549872399E+01
        9200.0000  -9.1450539483091217E+06   2.3745639710873366E+01
        9210.0000  -9.1448172920979280E+06   2.3665621119365095E+01
        9220.0000  -9.1445814349738713E+06   2.3585712405666708E+01
        9230.0000  -9.1443463758316357E+06   2.3505914223566652E+01
        9240.0000  -9.1441121135595441E+06   2.3426227209158242E+01
        9250.0000  -9.1438786470392980E+06   2.3346652024611831E+01
        9260.0000  -9.1436459751460273E+06   2.3267189327068628E+01
        9270.0000  -9.1434140967481993E+06   2.3187839782796800E+01
        9280.0000  -9.1431830107076820E+06   2.3108604051731525E+01
        9290.0000  -9.1429527158796545E+06   2.3029482802748682E+01
        9300.0000  -9.1427232111124508E+06   2.2950476720370354E+01
        9310.0000  -9.1424944952477571E+06   2.2871586469374598E+01
        9320.0000  -9.1422665671203882E+06   2.2792812736891211E+01
        9330.0000  -9.1420394255583566E+06   2.2714156203158200E+01
        9340.0000  -9.1418130693828017E+06   2.2635617555491628E+01
        9350.0000  -9.1415874974080604E+06   2.2557197474129499E+01
        9360.0000  -9.1413627084414624E+06   2.2478896659798920E+01
        9370.0000  -9.1411387012835257E+06   2.2400715793669224E+01
        9380.0000  -9.1409154747278113E+06   2.2322655571438371E+01
        9390.0000  -9.1406930275608879E+06   2.2244716692343353E+01
        9400.0000  -9.1404713585624415E+06   2.2166899844631551E+01
        9410.0000  -9.1402504665051699E+06   2.2089205727167428E+01
        9420.0000  -9.1400303501547277E+06   2.2011635044217108E+01
        9430.0000  -9.1398110082699638E+06   2.1934188476391135E+01
        9440.0000  -9.1395924396025650E+06   2.1856866739876569E+01
        9450.0000  -9.1393746428973246E+06   2.1779670524038373E+01
        9460.0000  -9.1391576168920621E+06   2.1702600526250897E+01
        9470.0000  -9.1389413603175692E+06   2.1625657449290156E+01
        9480.0000  -9.1387258718977142E+06   2.1548841985501348E+01
        9490.0000  -9.1385111503493357E+06   2.1472154837846755E+01
        9500.0000  -9.1382971943823770E+06   2.1395596695877611E+01
        9510.0000  -9.1380840026997831E+06   2.1319168259389699E+01
        9520.0000  -9.1378715739975404E+06   2.1242870224267243E+01
        9530.0000  -9.1376599069647957E+06   2.1166703274473548E+01
        9540.0000  -9.1374490002836622E+06   2.1090668113343419E+01
        9550.0000  -9.1372388526294567E+06   2.1014765420556067E+01
        9560.0000  -9.1370294626705088E+06   2.0938995894789695E+01
        9570.0000  -9.1368208290684242E+06   2.0863360208459198E+01
        9580.0000  -9.1366129504778348E+06   2.0787859058938920E+01
        9590.0000  -9.1364058255466036E+06   2.0712493123114108E+01
        9600.0000  -9.1361994529158715E+06   2.0637263073213397E+01
        9610.0000  -9.1359938312198538E+06   2.0562169601768254E+01
        9620.0000  -9.1357889590861574E+06   2.0487213369645179E+01
        9630.0000  -9.1355848351355921E+06   2.0412395056523383E+01
        9640.0000  -9.1353814579824004E+06   2.0337715319171547E+01
        9650.0000  -9.1351788262339756E+06   2.0263174842484297E+01
        9660.0000  -9.1349769384912606E+06   2.0188774271495639E+01
        9670.0000  -9.1347757933485154E+06   2.0114514274522662E+01
        9680.0000  -9.1345753893934879E+06   2.0040395502746104E+01
        9690.0000  -9.1343757252073698E+06   1.9966418611817062E+01
        9700.0000  -9.1341767993649170E+06   1.9892584245279430E+01
        9710.0000  -9.1339786104343813E+06   1.9818893053568900E+01
        9720.0000  -9.1337811569776461E+06   1.9745345673523843E+01
        9730.0000  -9.1335844375502467E+06   1.9671942739933730E+01
        9740.0000  -9.1333884507013503E+06   1.9598684889636935E+01
        9750.0000  -9.1331931949738543E+06   1.9525572749599814E+01
        9760.0000  -9.1329986689044200E+06   1.9452606943435967E+01
        9770.0000  -9.1328048710235395E+06   1.9379788088053466E+01
        9780.0000  -9.1326117998555005E+06   1.9307116803899408E+01
        9790.0000  -9.1324194539185148E+06   1.9234593698568641E+01
        9800.0000  -9.1322278317247741E+06   1.9162219374068080E+01
        9810.0000  -9.1320369317804463E+06   1.9089994432777168E+01
        9820.0000  -9.1318467525856849E+06   1.9017919476144016E+01
        9830.0000  -9.1316572926348038E+06   1.8945995088107885E+01
        9840.0000  -9.1314685504162051E+06   1.8874221859872343E+01
        9850.0000  -9.1312805244125426E+06   1.8802600366249681E+01
        9860.0000  -9.1310932131006792E+06   1.8731131186336277E+01
        9870.0000  -9.1309066149517726E+06   1.8659814890660346E+01
        9880.0000  -9.1307207284313776E+06   1.8588652039505540E+01
        9890.0000  -9.1305355519993547E+06   1.8517643202282489E+01
        9900.0000  -9.1303510841101632E+06   1.8446788919158280E+01
        9910.0000  -9.1301673232126627E+06   1.8376089750044049E+01
        9920.0000  -9.1299842677503545E+06   1.8305546230822802E+01
        9930.0000  -9.1298019161613695E+06   1.8235158898495136E+01
        9940.0000  -9.1296202668785024E+06   1.8164928286708893E+01
        9950.0000  -9.1294393183293045E+06   1.8094854919798671E+01
        9960.0000  -9.1292590689361207E+06   1.8024939318373800E+01
        9970.0000  -9.1290795171162151E+06   1.7955181990563869E+01
        9980.0000  -9.1289006612816919E+06   1.7885583452321590E+01
        9990.0000  -9.1287224998397101E+06   1.7816144198179245E+01
       10000.0000  -9.1285450311924834E+06   1.7746864722669123E+01
